gid,sac,sa,type,geom
507,290579,BXTRTNXA,HCPM-GNIS,010100000035E0E297306955C0A2A87D84AB134240
508,290579,CLRKTNXA,HCPM-GNIS,0101000000C7C672011E4155C09EC59CB179174240
509,290581,CLGVTNXA,HCPM-GNIS,01010000006D252A0A2AAB55C07C992842EAE44140
510,290573,DFTDTNXA,HCPM-GNIS,010100000024D7A8E2217A55C0DBFCBFEAC8294240
511,290579,CKVLTNXB,HCPM-GNIS,0101000000EB73B515FB6355C0FAC44B81160E4240
512,290562,ALXNTNXA,HCPM-GNIS,0101000000C5CE6FF3218255C098028871ED094240
513,442166,EGLNTXXA,HCPM-GNIS,0101000000635BABE2B2C259C054DE33B7E7964140
514,442159,ARWLTXXA,HCPM-GNIS,010100000015FD46E034D258C066FA25E2AD473C40
515,442105,BLDLTXXA,HCPM-GNIS,0101000000C311FF0B5F8158C0BD68D9A4EC2C4040
516,442151,BFLGTXXA,HCPM-GNIS,010100000067704A2F20F558C050F05EFFBF234040
517,442057,BRKTTXXA,HCPM-GNIS,0101000000E4D87A8670CE58C0AB1ACE46F8FE3F40
518,442168,COAHTXXA,HCPM-GNIS,0101000000649DE051995359C0363E93FDF3254040
519,442159,ENCNTXXA,HCPM-GNIS,010100000051CD9B79A88858C057BB815DA8EF3A40
520,442159,FWTNTXXA,HCPM-GNIS,0101000000434E0416E5B358C036BBA4202E773C40
521,442168,GRCYTXXA,HCPM-GNIS,01010000002674F27DCC5E59C0ED026F9230DD3F40
522,442151,LAWNTXXA,HCPM-GNIS,010100000096B43DD5FCEF58C09CC6511443114040
523,442168,LNRHTXXA,HCPM-GNIS,01010000003DEBBF73147859C0BBD573D2FB264040
524,442151,LDRSTXXA,HCPM-GNIS,0101000000FD80AC4C9DE758C03B0D62B197664040
525,442159,MCCKTXXA,HCPM-GNIS,01010000003A6865B1039958C0E2E24D23D27B3A40
526,442151,NOLNTXXA,HCPM-GNIS,0101000000F78370BB860F59C09053CFDD09234040
527,442151,NDLETXXA,HCPM-GNIS,0101000000E11E95AC540359C04C89247A194D4040
528,442168,SNSPTXXA,HCPM-GNIS,0101000000A635BC0F765659C0DD19B7E22C244040
529,442151,TSCLTXXA,HCPM-GNIS,0101000000D7FC5305FEF258C046BC2B71D31A4040
530,442168,VNCNTXXA,HCPM-GNIS,01010000000D9AA784714E59C0082C6FFDAA3D4040
531,442151,WNGTTXXA,HCPM-GNIS,0101000000AD1E8BC80B0759C0EE4A81BBA2054040
532,442039,SXSHTXXA,HCPM-GNIS,0101000000B64AB0389CC159C00F5F268A90CA3E40
533,442061,BUGVTXXA,HCPM-GNIS,010100000042E50412B98E58C0BF20336145D64040
534,442071,BULATXXA,HCPM-GNIS,010100000081FF52ABD4A859C00EBB945FABF44040
535,442141,CEVETXXA,HCPM-GNIS,0101000000270BA9EC851C59C08134AD5E8F1C4140
536,442116,FSBGTXXA,HCPM-GNIS,01010000005419C6DDA06358C033F4F4B63EC44040
537,442061,JOY TXXA,HCPM-GNIS,0101000000CB19E5F4D08D58C05CF40478C1C94040
538,442071,MAPLTXXA,HCPM-GNIS,01010000009415C3D581B959C000FE2955A2EC4040
539,442141,MDMDTXXA,HCPM-GNIS,0101000000F35487DC0CE658C06B5D0FCB0B184140
540,442170,MDWTTXXA,HCPM-GNIS,01010000009A56AFC769B259C030A75F7D97EC4140
541,442066,MLHGTXXC,HCPM-GNIS,01010000008AE3C0AB655A5AC091F4C4CE6F453F40
542,442071,NDMRTXXA,HCPM-GNIS,0101000000E6F7472932AF59C03A1389F83D044140
543,442066,GDPKTXXC,HCPM-GNIS,0101000000B70FD484C82F5AC03F027FF8F9EB3F40
544,442103,PTALTXXA,HCPM-GNIS,01010000000630C099731A58C0350A4966F5A83C40
545,442071,SDANTXXA,HCPM-GNIS,010100000022D04F278FA159C00548D9C7AF084140
546,442170,TXLNTXXA,HCPM-GNIS,01010000000CFC4DCD8AC159C0429B77F75B304240
547,442141,THLATXXA,HCPM-GNIS,010100000063096B636CE258C01168FA360EFE4040
548,442141,TRSCTXXA,HCPM-GNIS,01010000002F5805C5EAF358C09B6E7E688BE04040
549,442112,GRLYTXXA,HCPM-GNIS,0101000000FE1E0604046359C01494A2957B654140
550,442151,NBIATXXA,HCPM-GNIS,01010000003E46D49FD80359C0E26D4A1EF4354040
551,442151,BRDSTXXA,HCPM-GNIS,010100000040C9D3A876F958C0EC0786BD9A0C4040
552,442039,HECYTXXA,HCPM-GNIS,010100000015504DEE1CC559C085A4051ECEA63D40
553,442168,WSNTTXXA,HCPM-GNIS,01010000005CC7B8E2627759C0D0A0FC38F50C4040
554,442151,POTSTXXA,HCPM-GNIS,0101000000D75C24A3B9E658C065E256410C214040
555,442168,LOMXTXXA,HCPM-GNIS,0101000000BF9360BBC56059C09D1ECA0688144040
556,442168,LTHRTXXA,HCPM-GNIS,0101000000D2A52490376159C09900B2C68F2D4040
557,442151,HMBYTXXA,HCPM-GNIS,010100000049F4328A65E858C007A6E4E665424040
558,442086,GNSTTXXA,HCPM-GNIS,0101000000CAE59A5DD2EC58C032B32A1D07453E40
559,442168,STLWTXXA,HCPM-GNIS,0101000000C8E5E4EA6C6259C0F3EE2312E0B33F40
560,442046,VEBATXXA,HCPM-GNIS,0101000000C003A84E2C5359C0AD534035B9904040
561,442061,LKKPTXXA,HCPM-GNIS,010100000057CAD70ABFB558C07C7BD7A02FD94040
562,442170,BNHLTXXA,HCPM-GNIS,0101000000BE045DB1F5B759C0417DCB9C2E104240
563,442046,HCMTTXXA,HCPM-GNIS,0101000000DF6465451E1359C03F9358ADA7E74040
564,442170,LUTZTXXA,HCPM-GNIS,01010000009C46A4B7098259C08744EBF2F7174240
565,442071,LHMNTXXA,HCPM-GNIS,0101000000BC3B32561BB359C0FB230C0396CF4040
566,442159,SNMGTXXA,HCPM-GNIS,0101000000111148D3EAB658C00C27C4B70BF43C40
567,442170,KRRCTXXA,HCPM-GNIS,010100000094467133818959C07910F1C5CD244240
568,442116,RSTNTXXA,HCPM-GNIS,010100000067D311C04D5C58C0C83B2C79E1BD4040
569,442170,CDWRTXXA,HCPM-GNIS,0101000000DBB639DF199C59C05CE91093CB0E4240
570,442159,SISDTXXA,HCPM-GNIS,01010000000285D5B3FB9B58C0A33CF372D8B53A40
571,442066,DSHVTXXA,HCPM-GNIS,01010000008F83B7ACE77C5AC0088B2F7F2AD13F40
572,442151,CRWSTXXA,HCPM-GNIS,0101000000153B1A87FAF158C08894B08053EF3F40
573,502278,CLEVUTXC,HCPM-GNIS,0101000000C51561D47FB65BC081F8AF62A7AC4340
574,502288,CLVLUTMA,HCPM-GNIS,01010000000A8E812B8FD95BC0F29B1D0478754440
575,502278,GNRVUTXC,HCPM-GNIS,0101000000965753FE5A8A5BC04A6D9857647F4340
576,502288,RNDHUTXC,HCPM-GNIS,0101000000E5304E32A8CB5BC0847B0A2538D54440
577,502277,SPFCUTXC,HCPM-GNIS,010100000079B93E62AAE15BC0E2900DA48B044440
578,502278,EMRYUTXC,HCPM-GNIS,0101000000A557B906ECCF5BC01CDAB6DE25764340
579,502278,FRRNUTXC,HCPM-GNIS,01010000003E61E4C086C85BC0807B4386FA8B4340
580,502287,SLSMUTXC,HCPM-GNIS,010100000096F9580BFDC45BC07E88B25CDBF64340
581,190248,DNGNVAXA,HCPM-GNIS,0101000000591EFF603B9E54C0D1706F230A6A4240
582,190248,CLPTTNXA,HCPM-GNIS,010100000080176CD990AF54C07A64BD6257564240
583,190248,DFFDVAXA,HCPM-GNIS,0101000000D8367B5608B354C00A7B7F283D5D4240
584,330971,DSVLWIXA,HCPM-GNIS,010100000092BFC5D4A7FB56C0FD5877E228634640
585,330960,ELEVWIXA,HCPM-GNIS,0101000000D0FDE60F17DE56C0980FADBAB3494640
586,330860,IRRVWIXA,HCPM-GNIS,0101000000846F50B120DA56C0696913CC3D484740
587,330860,LAPNWIXA,HCPM-GNIS,0101000000211C583357B256C08963B895B9634740
588,330966,LAFRWIXA,HCPM-GNIS,010100000091251873FCA856C099D29FA28FC94540
589,330860,MAPLWIXA,HCPM-GNIS,0101000000B4F3ECA820EE56C06898350C7A4B4740
590,330860,MRNGWIXA,HCPM-GNIS,01010000004127295547B456C0021E62CD12364740
591,330860,MASNWIXA,HCPM-GNIS,0101000000BCE6559DD5C356C0A36F777BB5374740
592,330960,NRFDWIXA,HCPM-GNIS,0101000000C30E63D25FC656C0849554B7C43A4640
593,330960,PGFLWIXA,HCPM-GNIS,01010000009F58A7CA77CD56C0FCD357A192364640
594,330860,PTWGWIXA,HCPM-GNIS,0101000000C33E4BA1BDD856C0C88D6CF827634740
595,330960,STRMWIXA,HCPM-GNIS,01010000003C612E4E21D956C042C9891B5C464640
596,330860,BNITWIXA,HCPM-GNIS,0101000000DBFAE93FEBC456C0515557F43D404740
597,330860,CNPAWIXA,HCPM-GNIS,010100000063409BC184C656C0FECF06054A6D4740
598,330860,GDVWWIXA,HCPM-GNIS,010100000086DCB17DEDC656C067367E97082F4740
599,330860,NMKNWIXA,HCPM-GNIS,0101000000E208ADE2E8C256C00C6D4AC33A1B4740
600,200277,DYBKWVXA,HCPM-GNIS,0101000000A6F4A7E8A30D54C08AA658DA4ED54340
601,512296,FRNNWYXC,HCPM-GNIS,0101000000949B4DECC6275BC09B3DD00A0C7C4640
602,512296,LVLLWYXC,HCPM-GNIS,01010000002D32F092EE185BC01CF79CAA316B4640
603,512296,MTTSWYXC,HCPM-GNIS,01010000004DD5E2F8C6375BC02659E25C1E144640
604,512296,TNSLWYXC,HCPM-GNIS,010100000022B8DB3FE0DC5AC07C3727405E044640
605,512296,BURLWYXC,HCPM-GNIS,0101000000B4B74A66AB1B5BC05241EA1B3D394640
606,512291,CRWHWYXC,HCPM-GNIS,0101000000ACEC16DC6A4C5BC02F206A91A3A74540
607,512297,SYBNWYXC,HCPM-GNIS,0101000000BBC3DCA4D89E5AC04FA786472C184540
608,512295,ALPIWYXC,HCPM-GNIS,01010000006971C63027C15BC0EB707495EE944540
609,512296,HYVLWYXC,HCPM-GNIS,010100000043041C4295E65AC023CACD26761F4640
610,512296,HMDMWYXC,HCPM-GNIS,0101000000F27D71A94A245BC0BC7F87FDF9E34540
611,100024,GNIS0,GNIS,01010000004A552470359251C0C5E7A969729D4640
612,190226,GNIS1,GNIS,0101000000C7CE801FFA0554C0AD9DCD4F16D84240
613,190226,GNIS2,GNIS,01010000003892BA5370F653C05DF7FB6AB3DE4240
614,190248,GNIS3,GNIS,0101000000F8BC87F0D49B54C0B8A173C8175E4240
615,190248,GNIS4,GNIS,010100000059A725B17FA254C097491E9958654240
616,200259,GNIS5,GNIS,0101000000871B4BB354C253C03D61890794894340
617,200277,GNIS6,GNIS,0101000000C48A64D9DD0654C088145EDD0CD74340
618,210330,GNIS7,GNIS,0101000000FC636BC71E6254C0ADC9AE0F46533C40
619,220378,GNIS8,GNIS,0101000000E0AAA1C3325954C0649698C2DE1A4040
620,220378,GNIS9,GNIS,010100000041A7D6B1005954C06DA2E07371224040
621,220379,GNIS10,GNIS,010100000005F8133AD4F054C0304ED76E16194040
622,220379,GNIS11,GNIS,0101000000BDAC89053EF454C0859675FF58BC3F40
623,220379,GNIS12,GNIS,0101000000B5FAEAAAC0DD54C0325AA20E86453F40
624,220380,GNIS13,GNIS,01010000000921D6D127B354C0CE46F8286D2D4040
625,230497,GNIS14,GNIS,0101000000E90FCD3CB91A54C01D3FAFD3A3E44140
626,230502,GNIS15,GNIS,0101000000817DCFA33DA653C02684B30012854140
627,230502,GNIS16,GNIS,0101000000659016C245B353C00843780F2B4F4140
628,230502,GNIS17,GNIS,010100000022BF23CF9A9C53C03CB4D9A216714140
629,230503,GNIS18,GNIS,01010000009906EA398E3054C025B616C15A444240
630,230510,GNIS19,GNIS,010100000027840EBA044554C01047B2A261064240
631,230510,GNIS20,GNIS,0101000000919E7D407B5154C05B80118F1F284240
632,240516,GNIS21,GNIS,0101000000632AFD84334C54C03A2A920ABE554140
633,240520,GNIS22,GNIS,010100000034547BC75F0D54C01B7D714E91CD4040
634,240550,GNIS23,GNIS,010100000022AAF067789854C033011A00050F4140
635,250295,GNIS24,GNIS,01010000003611ECAEA24455C0E73A8DB454203F40
636,250308,GNIS25,GNIS,01010000006CD674988A9A55C0931B45D61A4B4140
637,250308,GNIS26,GNIS,0101000000CC029255369055C0DD787764AC434140
638,260396,GNIS27,GNIS,0101000000DDA51EB3FD4256C0CDC8C5BD9E864240
639,260396,GNIS28,GNIS,010100000084D6C397893C56C04A6C2D82B5924240
640,260396,GNIS29,GNIS,0101000000461A2664B13D56C01C2ECD08CA784240
641,260396,GNIS30,GNIS,0101000000B03DB324C03856C0B0F3250AE38A4240
642,260401,GNIS31,GNIS,0101000000B8342328A34C55C09F6BA9CD49714240
643,260401,GNIS32,GNIS,0101000000A1EB0C9DE85355C0B76E9406C8724240
644,260418,GNIS33,GNIS,0101000000A7F22CF7B86955C0437D810F14704240
645,260418,GNIS34,GNIS,0101000000E659492B3E7D55C0E8A628F27F914240
646,260418,GNIS35,GNIS,01010000006DB13621887455C08BFF3BA242674240
647,260418,GNIS36,GNIS,010100000095B2B1B7398155C0F97C3958A4694240
648,260418,GNIS37,GNIS,0101000000F03B3C3AE48355C0B5B7A51F1EA74240
649,260418,GNIS38,GNIS,0101000000FA59D18BFF7355C03B4E76D8E98C4240
650,270432,GNIS39,GNIS,01010000005973DB19011D57C055585F1388A53D40
651,270441,GNIS40,GNIS,0101000000BB6E00EC12E956C02F2D8FDA698E3E40
652,270441,GNIS41,GNIS,01010000001BE20E8A9CDC56C02F79F29F246B3E40
653,290573,GNIS42,GNIS,01010000000B6AAE89BB8B55C0F1FE2E2240394240
654,290573,GNIS43,GNIS,0101000000FD080D0EC08355C0E65B1FD61B394240
655,290573,GNIS44,GNIS,01010000009A1F24B0DE7455C0ED10FFB0A5384240
656,290575,GNIS45,GNIS,01010000006211C30EE30D56C0B321A413AED14140
657,290579,GNIS46,GNIS,010100000014C6BBC8297355C0917BBABA63324240
658,290579,GNIS47,GNIS,0101000000BBCDC06D926F55C045DECDAED6354240
659,290579,GNIS48,GNIS,01010000009CF28D8DE57255C05CD71EACB5224240
660,290581,GNIS49,GNIS,01010000008E80C0B9F5AC55C01092054CE0B54140
661,290581,GNIS50,GNIS,0101000000607E5D3CF29B55C05E656D533CCD4140
662,300644,GNIS51,GNIS,01010000005B75C2F0368E54C0E1D5CD2099834440
663,310691,GNIS52,GNIS,0101000000C16CA752D8F154C0581EA4A7C8F14440
664,310721,GNIS53,GNIS,0101000000849F3880FE3D55C00D37E0F3C37C4640
665,320753,GNIS54,GNIS,0101000000B36AC6585CBB55C0FAE9E4B10BC74340
666,320753,GNIS55,GNIS,0101000000408B000231AD55C00122B3695BC94340
667,320753,GNIS56,GNIS,01010000004DFCAC8D0CA955C08CC0B39833BC4340
668,320753,GNIS57,GNIS,0101000000DF1C098F919C55C0859BE7E335C24340
669,320753,GNIS58,GNIS,010100000013C7CBE4E5AA55C0DD32969F0AD84340
670,320753,GNIS59,GNIS,01010000007C1C171FB08155C0E06AF8718F1B4440
671,320759,GNIS60,GNIS,0101000000482EA4680AC755C01833D307DC604340
672,320759,GNIS61,GNIS,0101000000E728F686B1BC55C09135D9F5C1474340
673,320775,GNIS62,GNIS,0101000000ED28CE51477155C0EA90402894EF4340
674,320825,GNIS63,GNIS,010100000057D526A9A73C55C0D12D2A98E79E4340
675,330859,GNIS64,GNIS,01010000008151932A1B8256C0C405459847284640
676,330860,GNIS65,GNIS,01010000000B5D2E8782D056C0E4D9E55B1F2B4740
677,330863,GNIS66,GNIS,01010000001DBE96A13BEA56C0B1D93631C9B64640
678,330866,GNIS67,GNIS,010100000094D684598DEA56C0DBF00577B12B4640
679,330900,GNIS68,GNIS,010100000084C2FB05968A56C014DF9A8587F04540
680,330902,GNIS69,GNIS,01010000004913EF00CF2557C074A14D6958D14640
681,330908,GNIS70,GNIS,01010000003E82D19B406956C00174F3E8A1E94540
682,330908,GNIS71,GNIS,01010000009A18DC20245E56C06A7EA1ECD2DE4540
683,330908,GNIS72,GNIS,01010000000F5542C1D65D56C08B49C9BC9FDB4540
684,330910,GNIS73,GNIS,01010000004EE5FE347F1757C0C79459CEEFBC4640
685,330920,GNIS74,GNIS,0101000000B9F13856F30856C0B0B1A60DE2F04640
686,330920,GNIS75,GNIS,0101000000E70D411F760656C0A1CF91A68BE44640
687,330960,GNIS76,GNIS,01010000005D03B6DECAD056C08B91802C9F3B4640
688,330966,GNIS77,GNIS,010100000060A0B5EC5ACE56C07E0FA848CFC94540
689,330966,GNIS78,GNIS,01010000004969368FC3AA56C07CFABE6EC7C04540
690,330966,GNIS79,GNIS,0101000000932930AE829B56C003BCBB84F9C44540
691,330966,GNIS80,GNIS,0101000000284F0FC0BCCC56C0871AE0DD25B64540
692,330966,GNIS81,GNIS,0101000000D3C2C0CE28BA56C01F717E79B7BE4540
693,330966,GNIS82,GNIS,010100000047FD9A5198B056C0DF13909B86B94540
694,330971,GNIS83,GNIS,01010000000EE3C9C99FF256C01630815B775E4640
695,330971,GNIS84,GNIS,010100000034565172BD0057C01D1C919499584640
696,330971,GNIS85,GNIS,01010000008AAB6F05B90857C0C367469AD36D4640
697,330973,GNIS86,GNIS,0101000000B4B74A66AB4F56C0220B879455644640
698,330974,GNIS87,GNIS,01010000000426CBA4617856C0A8B283A5151C4640
699,340984,GNIS88,GNIS,0101000000759FD277ED8956C0332ABA3F28064440
700,341025,GNIS89,GNIS,010100000033E774B4851356C020651FBF12B94240
701,341047,GNIS90,GNIS,0101000000EB75E679CB9F56C0556419879F354440
702,341047,GNIS91,GNIS,01010000000CACE3F821A456C09B98897D5D3F4440
703,341047,GNIS92,GNIS,0101000000F855140A6CB756C070CD1DFD2F474440
704,341047,GNIS93,GNIS,01010000003752B648DAA656C029B8B30AF6294440
705,341047,GNIS94,GNIS,0101000000438CD7BCAAC456C0FB22A12DE7564440
706,351187,GNIS95,GNIS,0101000000BD51D092EC4B57C06942493778F64440
707,351187,GNIS96,GNIS,010100000014B7651B133A57C0E83BAEFCE8DB4440
708,351187,GNIS97,GNIS,01010000008725D4C29B4657C09B994F0C7FF84440
709,351209,GNIS98,GNIS,0101000000B6CD9E15627557C0A65714C0DEA44440
710,351209,GNIS99,GNIS,0101000000839A6BE22E7657C0AFBC9AF2D79A4440
711,351229,GNIS100,GNIS,0101000000F29FC95933BD56C0C5F53988E7FD4440
712,351230,GNIS101,GNIS,010100000042E8A04BB8D856C0FA19283ADC764540
713,351247,GNIS102,GNIS,01010000009893066D28FF56C0FC0681F0FCBA4440
714,351297,GNIS103,GNIS,0101000000B3FAD97E683757C057410C74EDF74440
715,351297,GNIS104,GNIS,010100000030DFB023443F57C07E1EFEF5650E4540
716,351297,GNIS105,GNIS,010100000003A95EC8B43457C0209672631F1C4540
717,351297,GNIS106,GNIS,01010000006F545D763E4057C06B9BE27151184540
718,351297,GNIS107,GNIS,0101000000B52F455EFB4A57C0C1C6F5EFFA234540
719,351297,GNIS108,GNIS,0101000000D412865C043B57C0DE054A0A2CF14440
720,351297,GNIS109,GNIS,0101000000814A4B9B604657C0D0EFFB372F2E4540
721,351298,GNIS110,GNIS,01010000006EDC627EEEFD56C0D9EE79596EFF4440
722,351298,GNIS111,GNIS,0101000000F5DBD78173E556C0F3D775B9D2EF4440
723,351298,GNIS112,GNIS,01010000004460F6FCFAFA56C0B77BB94F8EF34440
724,351298,GNIS113,GNIS,0101000000A3EFC91EFCF156C076734C71B0F54440
725,351304,GNIS114,GNIS,01010000000EA8925C59EC56C094DA8B683BEC4440
726,351327,GNIS115,GNIS,010100000028E906AF82C157C054D27943D0904540
727,351328,GNIS116,GNIS,0101000000CBD8D0CD7E8C57C00990FC1C7A1C4540
728,351328,GNIS117,GNIS,0101000000CD5E1157298357C0D9A4EC3E11584540
729,351328,GNIS118,GNIS,01010000007F4C6BD3D89957C003626DE756234540
730,351328,GNIS119,GNIS,0101000000877B1B51108157C0001DE6CB0B154540
731,351328,GNIS120,GNIS,0101000000457930734B8157C0724408D9C34B4540
732,351328,GNIS121,GNIS,0101000000DB638E8AA49F57C0B3DEB941FE184540
733,351328,GNIS122,GNIS,0101000000129557F8449F57C00E338F577B2B4540
734,351328,GNIS123,GNIS,0101000000A587A1D5C98657C00B6366FA80164540
735,351328,GNIS124,GNIS,010100000069441FE2559057C095DCBCCC0B154540
736,351328,GNIS125,GNIS,01010000009E9B919CA78057C0F3BC659824374540
737,351328,GNIS126,GNIS,01010000003A9BE9B9E09257C0AFD172A087384540
738,351337,GNIS127,GNIS,0101000000CBD01D69957C57C0164CA19861B14540
739,351337,GNIS128,GNIS,010100000096BB8564B77257C0EF7B8AD2949C4540
740,351337,GNIS129,GNIS,01010000001A790F86704457C0522D7D433CAA4540
741,351337,GNIS130,GNIS,0101000000ECE86E8D3E5857C0ED1D7FB3DEA34540
742,351337,GNIS131,GNIS,0101000000F859C05FA76857C039B9DFA128AB4540
743,351337,GNIS132,GNIS,0101000000A8195245F15F57C0EC4CA1F31ABF4540
744,351337,GNIS133,GNIS,0101000000B3B04C640B5D57C00917F2086EAE4540
745,351337,GNIS134,GNIS,01010000000BCAD9E0696657C039F2406491974540
746,351337,GNIS135,GNIS,0101000000B85109F42E7A57C02F7A5D75D39D4540
747,351337,GNIS136,GNIS,01010000001E882CD2C45A57C09247CBDCD7A14540
748,351337,GNIS137,GNIS,0101000000E26B19BAA34757C069577C9E9AAF4540
749,351337,GNIS138,GNIS,0101000000F0EB76AC886757C0DD781CAB39BC4540
750,351337,GNIS139,GNIS,010100000060AB048B438057C00356B3733FB74540
751,351405,GNIS140,GNIS,01010000009FB0C403CA1B58C05D75D31C0FBA4540
752,351424,GNIS141,GNIS,0101000000899F5AD82EF156C0DFD5BCF440BE4540
753,351424,GNIS142,GNIS,0101000000F887D283A7F756C090DAC4C9FDC04540
754,361358,GNIS143,GNIS,0101000000FD5536629C8A57C0AD872F1345E24540
755,361358,GNIS144,GNIS,0101000000B6FDE19D328F57C076C6F7C5A5DD4540
756,361358,GNIS145,GNIS,01010000001FD1A9D0658E57C07C79A63C5FD34540
757,361358,GNIS146,GNIS,01010000004C361E6C318857C0722A638DC4BA4540
758,361384,GNIS147,GNIS,01010000002B9BDE6A428157C018C8581245E24540
759,361384,GNIS148,GNIS,0101000000634D1BC43D7557C03D31467FC3EB4540
760,361391,GNIS149,GNIS,0101000000B3CD3230971058C04A91216C1D7D4740
761,361440,GNIS150,GNIS,0101000000C91A9A571A6457C0DF8CF56805E24540
762,361440,GNIS151,GNIS,01010000003D5464BE4D7B57C02F9B4A500DCB4540
763,361451,GNIS152,GNIS,0101000000F201261532C857C0988D29B39CDD4740
764,361451,GNIS153,GNIS,0101000000AFB6BD38CCBC57C0C9271A5A53364840
765,361483,GNIS154,GNIS,0101000000B21EAD203C2E57C069C93E236C404640
766,361483,GNIS155,GNIS,0101000000AEF199EC9F9F57C0BE83447F0D134640
767,361483,GNIS156,GNIS,0101000000A9273D1DD9B557C00BCFF00B542D4640
768,371531,GNIS157,GNIS,0101000000B914FCDB0A4B58C044A10A24CD7C4440
769,371537,GNIS158,GNIS,0101000000E3D3ADE820BE59C07BD404F63DA94440
770,371557,GNIS159,GNIS,0101000000185DDE1CAE1159C051B8C3CB78064440
771,371562,GNIS160,GNIS,0101000000F4BCC051972159C02FB8301C198A4440
772,371576,GNIS161,GNIS,01010000007A7C314A062F58C053358B61983A4540
773,371576,GNIS162,GNIS,01010000003FFF3D786DA558C0788B76CBC46B4540
774,371577,GNIS163,GNIS,0101000000A5AD0095608458C0585F13888DBC4440
775,371577,GNIS164,GNIS,0101000000467C27663D8F58C026570CB2C0CF4440
776,381447,GNIS165,GNIS,01010000000B1060EC18D458C0AB611AE148F84740
777,381509,GNIS166,GNIS,0101000000BF886CD64F3358C040ACEDDC6A494740
778,381604,GNIS167,GNIS,0101000000346EC559EC1259C0B207A40E3C0B4740
779,381604,GNIS168,GNIS,0101000000C9DEF71425CD58C0EAC1EE8513264740
780,381611,GNIS169,GNIS,010100000089CF9D60FF7D58C00A95C9BAC9564740
781,381630,GNIS170,GNIS,010100000037D19D16726D58C00FBF51E1BE004840
782,381630,GNIS171,GNIS,0101000000ECF593D6046D58C0B22D03CE52174840
783,381632,GNIS172,GNIS,010100000016FA60199B5A59C0919BE1067CD34740
784,381632,GNIS173,GNIS,010100000099A8948DBDA859C0A41AF67B622A4840
785,381632,GNIS174,GNIS,0101000000CF37FD34497E59C0201043064D5D4840
786,381637,GNIS175,GNIS,0101000000A2CE818A4F3C59C0D04543C6A3304740
787,391642,GNIS176,GNIS,01010000008B260637882D58C0740415FA05DA4540
788,391652,GNIS177,GNIS,01010000001783E222D23058C0B3075A8121AA4540
789,391652,GNIS178,GNIS,010100000055B88A6A365158C0DDE22BCB219A4540
790,391652,GNIS179,GNIS,0101000000AECCA502B83F58C0FA1FAA3AF5A04540
791,391652,GNIS180,GNIS,01010000003EC51627E33958C0C26856B60F7A4540
792,391652,GNIS181,GNIS,01010000006874ACF7C02F58C08C3F9B66CB7D4540
793,391659,GNIS182,GNIS,0101000000A7A498CD2D7259C0F6E571BD12874640
794,391659,GNIS183,GNIS,0101000000A34E8AA0FB7959C09071207FC4FB4540
795,391659,GNIS184,GNIS,0101000000CC5D4BC807D459C03309CD64EEBE4540
796,391669,GNIS185,GNIS,0101000000F90FE9B72F5758C01796E425A4FF4540
797,391670,GNIS186,GNIS,01010000009ECD4F16638A58C0BD81131B3DA24540
798,391670,GNIS187,GNIS,01010000000F60915FBFA558C0CB48BDA772C34540
799,391677,GNIS188,GNIS,0101000000E54DD944C14B58C0882AA1606BD94540
800,391680,GNIS189,GNIS,0101000000F9FEBC5FBBF158C0653F41182E9F4640
801,391680,GNIS190,GNIS,01010000009EE117A8D6DD58C0BAD0A634AC984640
802,391680,GNIS191,GNIS,010100000037BBFFD9A0A058C0B1AC8FE2775E4640
803,391680,GNIS192,GNIS,010100000057C7968A327558C02EF30CD06CBF4640
804,391680,GNIS193,GNIS,0101000000FBCE2F4AD02E58C03F2D509CEDEE4640
805,391680,GNIS194,GNIS,0101000000619C09971F0259C03F7A79F0C94E4640
806,391686,GNIS195,GNIS,0101000000BB74DDA51E6658C03B91BB630C854540
807,391686,GNIS196,GNIS,010100000096534CEFAC7558C0F1CC15EF11984540
808,391688,GNIS197,GNIS,0101000000F0D874A9B6C558C02FCD63833B734640
809,401712,GNIS198,GNIS,0101000000D72835C52D0E57C0E3D011AFA1FC4140
810,401712,GNIS199,GNIS,0101000000334EE89A6E0D57C0D4C21B881BE24140
811,401712,GNIS200,GNIS,0101000000870A1F5BE00557C082678C20DFF64140
812,401718,GNIS201,GNIS,01010000002C843012B5A057C0F402475DC6044240
813,401718,GNIS202,GNIS,010100000001BAD4ADC38F57C0C0F8B369B6024240
814,401718,GNIS203,GNIS,01010000008DB7955E1B9757C09B8F6B43C5E54140
815,401729,GNIS204,GNIS,0101000000768478C9A48A57C055617D4D20E74040
816,411746,GNIS205,GNIS,01010000002EA63E35832D58C016C3D50110F24340
817,411746,GNIS206,GNIS,010100000036BC0FF6DC1A58C0FBD97EE838EE4340
818,411761,GNIS207,GNIS,0101000000D92CF246C19B58C0106ED7F099C14340
819,411777,GNIS208,GNIS,01010000000458E4D78FCB58C0FCB1FFF0A9534340
820,411777,GNIS209,GNIS,010100000066F09CD266C358C0D1C3753172444340
821,411777,GNIS210,GNIS,0101000000EFA595E766CB58C00ECCC0B79F3C4340
822,411780,GNIS211,GNIS,01010000000CE2A8810B9B58C0AECB3A2D89B84240
823,411782,GNIS212,GNIS,0101000000511212699B7058C0A724462AE7554340
824,411785,GNIS213,GNIS,010100000031E829174F5358C088B02B77B0ED4340
